Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Packets Looked Up,Packets Matched
806,103651,19032557,1610,1082,2,278,278,2,29,294,29,294,29,4429,4307
1262,18980128,25270630,1263,376,108,4070928,4199,55,364,6889,364,6889,364,3702,3587
184845,20412799,23972573,119631,1130,4,560,560,4,0,0,0,0,0,509298,509217
5964,126239134,149321021,251797,2980,0,0,560,4,0,0,0,0,0,668172,668037
3625,37972712,152647,2592,156,125,7719,5500,96,437,133275,437,133275,437,7319,7211
76483,16723140,22838786,73008,146,5028,271512,272068,5032,0,0,0,0,0,149602,149542
1295,12700655,61570,480,621,84,3020765,556,4,0,0,0,0,0,3168,3051
421,6320494,12632290,595,141,108,4201709,4944,66,0,0,0,0,0,1544,1450
696,18933948,18941390,804,211,4,556,556,4,0,0,0,0,0,182646,182542
453,6332311,6338784,543,171,4,556,556,4,0,0,0,0,0,1281,1212
317502,114113447,97662029,318956,2417,51,3386,2233614,74,197044,1970444,197044,1970444,197044,1002830,1002696
1189,12702943,6423294,1362,831,4,556,556,4,0,0,0,0,0,4656,4538
188,6304531,30197,286,191,0,0,560,4,0,0,0,0,0,7765,7665
197261,29556419,23258292,197158,241,118,4595727,4976,69,0,0,0,0,0,394831,394728
260,27339,12649752,836,166,4,556,556,4,0,0,0,0,0,1364,1246
14,1172,22094,163,191,0,0,560,4,0,0,0,0,0,330,266
5014,75957515,132672365,6762,2526,2,278,278,2,0,0,0,0,0,17006,16873
120442,25410321,44013993,125108,236,88,6120,5777842,154,0,0,0,0,0,246731,246630
1513,92671,12929,97,96,98,5464,278,2,0,0,0,0,0,2643,2546
351836,40136450,91051052,214953,2417,2,278,560,4,0,0,0,0,0,667443,667307
406,6319481,12639550,654,216,77,5359,6039696,151,590794,5908742,590794,5908742,590794,1468,1404
81410,16995325,4219625,77810,156,5122,276928,276928,5122,0,0,0,0,0,159617,159513
75,10273,10157,74,66,6,833,759,5,0,0,0,0,0,402,302
2231,44252742,19108773,2549,1276,2,280,560,4,0,0,0,0,0,6112,6035
159,20766,20062,143,176,2,278,278,2,507,154284,507,154284,507,4155,4049
237,16416,12625260,487,151,13,1135,263833,19,26355,6303435,26355,6303435,26355,1290,1196
9898,195829538,257924,1886,2807,4,556,556,4,0,0,0,0,0,16770,16531
5525,124373946,130388111,251119,2730,120,4464582,4854,71,0,0,0,0,0,665614,665479
526,12631271,19145588,4517,221,4,556,5470,95,453,186462,453,186462,453,6131,6025
530,67294,65184,506,661,4,560,556,4,0,0,0,0,0,2856,2732
17278,938867,7320563,18930,36,5028,271989,271989,5028,0,0,0,0,0,36296,36212
1755,12781516,38038576,3085,1706,4,556,5394,77,0,0,0,0,0,9613,9487
4322,75879469,88485539,4644,1981,4,556,560,4,0,0,0,0,0,17716,17500
3150,12763281,19050018,3365,186,97,5238,5600,101,491,12754218,491,12754218,491,6814,6751
11,926,12667,95,96,0,0,278,2,0,0,0,0,0,3488,3394
537,18911442,39700,457,136,0,0,322,3,-728,0,-728,0,-728,4850,4747
191,6304760,21844,218,106,0,0,560,4,0,0,0,0,0,506,447
382,12608948,48381,498,304,0,0,280,2,630248,6302486,630248,6302486,630248,3224,3066
157,20766,20724,156,176,2,280,280,2,0,0,0,0,0,170044,169982
2349,44197468,69527677,3685,1572,0,0,280,2,0,0,0,0,0,13921,13709
59,8040,7966,58,46,2,278,278,2,0,0,0,0,0,393,298
473,12615524,6332680,502,106,42,3045,2364419,69,0,0,0,0,0,1752,1652
2912,171950,25369380,3364,166,96,5524,5524,96,507,136134,507,136134,507,6682,6575
181093,166421144,207682761,292119,2757,49,1183388,280,2,0,0,0,0,0,671191,671054
3431,88310302,57106160,5092,3017,0,0,560,4,0,1998,0,1998,0,21310,21083
842,12641018,25304165,1505,782,42,3047,3545586,94,446419,6303438,446419,6303438,446419,2855,2784
134387,32454578,29247,223,261,5,626,763,5,0,0,0,0,0,276579,276478
308,6321463,26270,255,146,4,560,560,4,0,0,0,0,0,562,499
3071,6444756,6337323,536,161,95,5300,278,2,0,0,0,0,0,3996,3889
375,526120,12621356,473,81,46,498094,3196,44,597,9482,597,9482,597,1560,1466
344,23746,18939166,743,261,0,0,759,5,0,0,0,0,0,1568,1501
2767,19043437,6451753,2637,141,160,2107129,8479,137,459,96282,459,96282,459,5681,5623
4188,75785402,137304799,417357,2037,0,0,278,2,0,0,0,0,0,996955,996828
749,12646466,25269549,1335,226,2,278,278,2,0,0,0,0,0,3162,3052
191,6304727,29031,279,176,0,0,320,3,0,0,0,0,0,689,624
2159,119183,6501796,2861,943,97,5238,5868,102,475,6410042,475,6410042,475,6958,6837
145,19118,6329990,429,156,6,644,640,6,0,0,0,0,0,1021,910
1824,6511455,12805256,1841,2076,2,278,278,2,0,0,0,0,0,10088,9949
120,16158,12600911,574,131,5,759,759,5,0,0,0,0,0,932,837
1836,6477079,31655270,2015,1286,2,278,278,2,0,0,0,0,0,5310,5233
152,10705,6320666,345,106,0,0,556,4,0,0,0,0,0,1704,1612
1571,31599938,6402226,1105,782,2,278,278,2,0,0,0,0,0,5365,5246
311,6312922,6338213,489,251,71,4963,4595727,118,0,0,0,0,0,3200,3104
285073,106566702,25519671,305204,1800,4,556,278,2,0,0,0,0,0,958009,957877
813,25221868,6353218,763,161,0,0,280,2,0,0,0,0,0,2737,2638
159,21154,33176963,147843,181,4,556,594560,11004,0,0,0,0,0,295847,295744
2308,50490683,50693628,3778,2232,131,5251799,5375,75,450,7681,450,7681,450,15495,15363
3293,82015816,57047417,4797,2716,0,0,556,4,0,0,0,0,0,18034,17906
1785,44163312,31770457,3126,2182,0,0,556,4,0,0,0,0,0,10255,10131
838,12639224,25314166,1584,902,0,0,280,2,0,0,0,0,0,5284,5120
1254,19019640,6394449,664,326,4,556,556,4,318,9133,318,9133,318,3748,3643
3027,12764840,19118,139,166,100,5740,556,4,0,0,0,0,0,3899,3788
66230,22474068,18036,134,146,50,3864,560,4,0,0,0,0,0,132914,132818
269,28167,19506,139,171,4,556,556,4,496,153411,496,153411,496,4224,4117
1369,6455679,6453346,1318,1536,4,556,556,4,0,0,0,0,0,7293,7161
175153,70388053,19025568,151735,1175,4,556,560,4,0,0,0,0,0,646460,646336
5202,113603749,128663415,250856,2670,81,5366,4596478,128,0,0,0,0,0,664674,664539
3299,6487520,6481050,3212,171,98,5632,5632,98,491,148446,491,148446,491,6889,6774
14,1172,18168,136,146,0,0,560,4,0,0,0,0,0,272,212
504,63654,61570,480,621,4,560,556,4,0,0,0,0,0,2477,2353
3204,44355428,50677900,3657,2152,4,556,556,4,0,0,0,0,0,9398,9236
807,12638724,25271968,1262,406,0,0,280,2,0,0,0,0,0,3442,3330
4058,57017940,75987319,5441,2567,2,278,278,2,0,0,0,0,0,14934,14805
1427,19021887,19029577,1542,1101,6,920,5383254,133,0,0,0,0,0,4908,4774
960,18940472,25265426,1241,271,101,3939099,4397,58,0,0,0,0,0,286539,286427
10248,195870464,292020,2131,3187,2,278,278,2,0,0,0,0,0,18122,17877
724,12632933,19002407,1348,792,53,3774,3677115,99,0,0,0,0,0,5662,5543
8248,132820590,158004766,8552,2846,4,560,556,4,0,0,0,0,0,23936,23797
718,25215309,50713,600,166,0,0,556,4,0,0,0,0,0,162131,162031
288671,163476577,31916683,306163,2660,4,556,556,4,0,0,0,0,0,965653,965509
362,6323596,21258,201,154,4,556,560,4,0,0,0,0,0,1684,1537
1391,12719390,92264,734,922,4,556,556,4,0,0,0,0,0,5999,5833
11,926,15207,116,116,0,0,630,5,0,0,0,0,0,1474,1379
299,6320091,23336,220,136,2,278,278,2,0,0,0,0,0,527,468
125,16784,16784,125,136,5,432,362,4,0,0,0,0,0,1076,970
143,19002,12640446,705,156,4,560,556,4,0,0,0,0,0,159567,159467
3450,50668961,50698376,3874,2222,4,556,5121085,132,0,0,0,0,0,15603,15470
856,11828600,12642130,592,300,145,5383858,280,2,0,0,0,0,0,2216,2108
994,18943011,25300130,1533,621,0,0,556,4,0,0,0,0,0,4655,4543
1324,25295476,117730,1152,826,4,556,556,4,0,0,0,0,0,5624,5512
270,28497,6324193,331,176,44,3329,2626679,73,315147,6303353,315147,6303353,315147,607,547
4761,57074853,12867288,2306,2726,4,556,560,4,0,0,0,0,0,20132,19996
142,14403,6319079,333,96,2,280,2364138,67,0,0,0,0,0,615,557
3853,44399806,19118204,2169,2076,2,278,278,2,604114,6046901,604114,6046901,604114,13904,13774
654,6336674,25288801,1335,661,0,0,560,4,0,0,0,0,0,5467,5354
223,6307033,44082,421,316,0,0,280,2,0,0,0,0,0,914,847
2203,25394256,12802805,2069,1707,4,556,556,4,0,7283,0,7283,0,8600,8475
216,21762,6333909,518,111,2,278,278,2,0,0,0,0,0,52608,52516
1500,37849508,25371755,2217,1222,0,0,458,3,0,0,0,0,0,9960,9759
723,12643521,6333007,449,191,26,2285,556,4,0,0,0,0,0,1901,1802
227,23312,12622465,464,126,2,278,278,2,0,0,0,0,0,1087,978
220,29083,29125,221,266,2,278,278,2,0,0,0,0,0,2753,2647
3410,31825734,38146494,3832,3007,2,278,278,2,0,0,0,0,0,21265,21042
109637,18527532,31518441,1149,216,5405,292028,278,2,0,0,0,0,0,225655,225557
6985,139009010,82331034,6185,2757,70,4912,5645364,136,0,0,0,0,0,19187,18964
1816,247072,101207929,6139,2686,4,556,556,4,0,0,0,0,0,22235,22096
125,8723,6315194,262,81,0,0,556,4,0,0,0,0,0,541,454
5457,88577638,19172136,2557,2676,4,556,556,4,0,7681,0,7681,0,17684,17551
2215,19077199,104767,791,1101,4,556,556,4,0,0,0,0,0,6077,5953
306199,31921687,163492208,288861,2717,2,278,3414,47,0,0,0,0,0,1007500,1007365
142,19156,49105,580,161,2,280,278,2,0,0,0,0,0,1171,1064
95,12813,12877,95,96,2,278,280,2,0,0,0,0,0,70674,70577
29483,1592422,1603453,29559,86,5089,274806,275086,5091,0,0,0,0,0,59212,59115
242,24224,12724055,2311,126,59,4317,4207228,207,639949,6399495,639949,6399495,639949,2834,2775
3596,69446458,101204356,5947,3007,0,0,280,2,0,0,0,0,0,21292,21065
392,6331777,6346713,603,256,5,598,556,4,0,0,0,0,0,2957,2860
2687,156506,19738,153,166,96,5524,556,4,0,0,0,0,0,6682,6575
120,15863,15793,119,126,2,278,278,2,0,0,0,0,0,876,776
1165,25244146,25331542,1818,942,4,232,364,4,14,148,14,148,14,4049,3927
2686,63099516,50701286,3954,2136,146,5908167,6395,88,0,0,0,0,0,8976,8895
643,12642809,33513,253,326,4,556,556,4,0,0,0,0,0,1984,1866
3118,81998330,50746930,4451,2507,0,0,556,4,0,0,0,0,0,17639,17415
267,22776,13563,136,86,45,3393,280,2,0,0,0,0,0,771,679
2032,44180199,44349031,3253,1887,98,3807828,4197,55,0,0,0,0,0,6509,6433
713,6353425,31567384,1414,246,87,3152054,556,4,0,0,0,0,0,2499,2379
349310,14755127,57077497,156987,1560,4,556,4596009,120,630355,6303551,630355,6303551,630355,651063,650939
288,6311415,6327890,413,131,0,0,759,5,0,0,0,0,0,125270,125167
4069,63294116,50683896,3659,2261,4,560,560,4,0,0,0,0,0,10668,10502
134,9341,6314662,258,76,0,0,598,5,0,0,0,0,0,80590,80507
3826,69535881,56951903,3810,1572,4,362,436,5,0,0,0,0,0,13395,13174
365,12608151,27465,316,81,0,0,560,4,0,0,0,0,0,841,753
345,23833,18924805,633,106,0,0,560,4,0,6303632,0,6303632,0,3942,3857
1043,18958795,6353896,723,236,4,556,3670,47,0,0,0,0,0,2973,2871
132,17952,6189012,292,146,5,602,6171756,165,0,0,0,0,0,781,683
184373,127605638,12804176,300794,2930,4,556,556,4,0,0,0,0,0,968620,968476
3027,12765418,26151,256,146,99,5686,556,4,0,0,0,0,0,6487,6384
10,856,9060,67,56,0,0,560,4,0,0,0,0,0,1598,1519
154,10837,6341762,497,336,0,0,560,4,0,0,0,0,0,2604,2499
190,6304713,10299579,244416,765,0,0,322,3,0,0,0,0,0,641252,641136
2849,75688606,44414568,4024,2222,0,0,560,4,44,3182,44,3182,44,16215,15990
174231,45150999,19009895,151623,1005,5,598,560,4,0,0,0,0,0,644666,644546
123645,106143760,120722173,321008,2687,4,556,556,4,0,0,0,0,0,1007375,1007240
1377,185863,31723023,2568,2001,2,278,278,2,0,0,0,0,0,11793,11565
1332,17697112,44240903,2312,896,136,4990218,5922,85,0,0,0,0,0,5024,4902
761,78376,23303700,1130,592,71,4852,4333872,121,380815,3808158,380815,3808158,380815,2928,2813
133,17994,18951288,992,146,4,560,556,4,0,0,0,0,0,1377,1270
864,100850,12722817,1423,927,2,278,278,2,0,0,0,0,0,3839,3715
360,28892,12111,122,76,41,3274,556,4,0,0,0,0,0,665,574
185,6304328,19924,204,86,0,0,322,3,0,0,0,0,0,1339,1240
349349,14760451,57082859,157026,1620,2,278,280,2,0,0,0,0,0,651743,651619
1593,31577406,35812,370,186,89,6299,278,2,0,0,0,0,0,177841,177733
2483,56789612,56947411,3635,1702,0,0,280,2,0,0,0,0,0,15272,15056
1418,18972188,50627832,3050,1917,0,0,556,4,0,0,0,0,0,12755,12628
40287,14763951,2094356,38604,76,0,0,602,5,0,0,0,0,0,78964,78903
524,6326710,18950073,903,304,0,0,280,2,0,6150,0,6150,0,3224,3066
1622,44151933,19051969,1968,916,0,0,556,4,0,0,0,0,0,4727,4655
2884,25496465,113819343,6409,2906,4,556,3808386,102,0,0,0,0,0,18486,18352
3081,168195,6479168,3254,126,191,10306,10516,192,1015,153306,1015,153306,1015,7119,7022
386,32307,12624210,519,116,4,556,556,4,0,0,0,0,0,1208,1101
111,14757,14799,112,116,4,560,560,4,0,0,0,0,0,517,460
10,856,8220,61,46,0,0,322,3,0,0,0,0,0,584,498
563,12635633,6354835,720,261,4,556,759,5,0,0,0,0,0,1568,1501
696,12639272,12623834,471,141,4,556,560,4,0,0,0,0,0,2396,2302
566,12629214,14759,109,116,52,4005,556,4,0,0,0,0,0,4740,4643
4591,100970470,113810106,6506,2707,0,0,560,4,0,0,0,0,0,24138,23910
82,10941,1896316,34942,76,5,598,7194,105,0,0,0,0,0,65653,65563
11,926,17220,125,141,0,0,556,4,0,0,0,0,0,670,567
302,6312344,6327360,412,126,48,3445,2889301,80,0,0,0,0,0,1531,1444
4908,100971448,120132280,6858,2656,0,0,280,2,0,0,0,0,0,13552,13470
2515,44213631,75910002,4437,2316,0,0,560,4,0,0,0,0,0,16571,16436
1125,25256810,6354089,712,256,4,556,759,5,0,0,0,0,0,246363,246254
5957,6630545,12926299,6020,166,189,10546,10546,189,1047,6589843,1047,6589843,1047,12981,12878
2297,12722353,164731,367,136,118,6802,133190,27,13279,132796,13279,132796,13279,2896,2781
7747,132747549,101198490,6095,2537,147,5777435,5853,80,450,7153,450,7153,450,18593,18460
1208,12668535,19332425,1521,291,1,70,280,2,0,0,0,0,0,4257,4146
2674,31724734,38044326,3086,1857,2,278,278,2,0,0,0,0,0,8635,8512
857,18940350,109461,1803,116,41,3275,5848,102,7824,78246,7824,78246,7824,2843,2745
2600,12740900,6336659,529,146,96,5524,598,5,52609,6303570,52609,6303570,52609,3378,3262
1376,83350,20030,205,91,101,5794,556,4,0,0,0,0,0,1755,1656
5659,88573636,94839026,5237,2456,4,556,560,4,0,0,0,0,0,20994,20767
1593,25322957,25356265,2085,1091,4,556,560,4,0,6810,0,6810,0,9128,8958
98,12971,12693,96,96,2,278,278,2,0,0,0,0,0,3165,3063
1044,31540091,59900,707,201,2,278,4451,61,0,0,0,0,0,2526,2422
1527,31593675,97606,969,702,4,556,556,4,0,0,0,0,0,3663,3536
572,12622383,12641392,729,146,1,70,556,4,0,0,0,0,0,2418,2314
686,42722,42474,684,61,98,5464,5464,98,513,32616,513,32616,513,1641,1585
449,6332621,21400,161,186,4,362,362,4,0,0,0,0,0,1046,947
2166,6411279,126048,2174,81,186,10044,10604,190,907,112887,907,112887,907,4746,4654
2742,165146,12741319,2642,146,99,5686,5686,99,469,115668,469,115668,469,6143,6037
1560,84556,99115,1664,121,92,4968,5528,96,496,83268,496,83268,496,3332,3268
4369,69584055,25465677,2940,2172,182,4993313,556,4,0,0,0,0,0,12525,12384
121,8487,6313114,248,56,0,0,560,4,0,0,0,0,0,424,367
3085,38038576,12781516,1755,1706,77,5394,556,4,446450,4464508,446450,4464508,446450,10594,10469
1679,44152968,25408775,2534,1562,0,0,556,4,0,0,0,0,0,11301,11094
349012,14708665,27803245,211113,917,4,556,560,4,0,0,0,0,0,642447,642328
7309,132623077,225708717,421420,2997,0,0,556,4,0,0,0,0,0,1011563,1011428
119270,36570602,51163681,316848,1237,4,556,278,2,0,0,0,0,0,986404,986280
155,20372,20372,155,171,4,556,556,4,453,134946,453,134946,453,6653,6540
4306,63311602,38085632,3385,2331,4,556,560,4,0,0,0,0,0,16487,16261
326,6323899,20494,151,176,2,278,278,2,0,0,0,0,0,1321,1218
386,6327804,6347108,672,204,2,278,278,2,0,0,0,0,0,2251,2108
355,24490,18934286,702,211,0,0,556,4,0,0,0,0,0,6771,6672
1319,25266854,19114637,3977,191,72,2495685,8393,136,1329,151103,1329,151103,1329,5587,5486
583,12623063,12639460,693,151,71,2626398,3083,41,0,0,0,0,0,2714,2610
4529,94743541,134789,1000,1442,2,278,278,2,0,0,0,0,0,8297,8076
481,12625378,26143,249,156,4,556,556,4,0,0,0,0,0,998,899
135264,26207960,32717762,139231,256,5088,275092,3557841,5174,0,0,0,0,0,274784,274723
112,15273,15343,113,121,4,556,556,4,0,0,0,0,0,1299,1195
14,1156,10736,78,317,0,0,630,5,0,0,0,0,0,410,307
214,21484,6317208,273,106,47,3671,2758225,78,0,0,0,0,0,1180,1087
1876,19003619,75775566,3262,1151,140,5645609,5985,82,0,0,0,0,0,5952,5875
583,12630595,6326451,396,126,2,278,278,2,0,0,0,0,0,1317,1213
179095,26511129,12669357,299823,1440,2,278,556,4,0,0,0,0,0,954908,954776
1871,31586291,56998549,3820,2497,0,0,556,4,0,0,0,0,0,17881,17746
1079,12687653,6408004,1252,661,84,3020761,556,4,0,0,0,0,0,4048,3930
4378,63329558,50712568,3865,2576,4,560,560,4,0,0,0,0,0,11182,11015
4072,88360813,94872731,5715,2326,0,0,560,4,0,0,0,0,0,20743,20615
21417,1164236,10059,71,66,6,801,829,6,0,0,0,0,0,21624,21535
531,6328048,18933325,751,116,0,0,560,4,0,0,0,0,0,4935,4845
829,12668482,6380626,880,611,81,2889499,3740,48,0,0,0,0,0,2129,2057
1854,50459467,25360742,2223,896,0,0,560,4,0,0,0,0,0,7670,7557
206,27332,18952145,942,246,4,560,556,4,0,0,0,0,0,263751,263649
2110,31602649,69610245,4193,2536,0,0,556,4,0,0,0,0,0,18176,18048
2650,63096755,60891774,247508,1820,0,0,560,4,0,0,0,0,0,654149,654025
2430,25426149,56971424,3692,2046,142,5645887,5306,74,0,0,0,0,0,11789,11662
183453,106694077,12788886,300684,2760,119,4333590,556,4,630335,6303353,630335,6303353,630335,966708,966564
5771,94913118,63420172,5259,3297,4,556,556,4,0,0,0,0,0,25871,25642
1893,19078737,25407257,2433,1662,2,278,278,2,0,0,0,0,0,11531,11320
4233,88422901,116817,871,1242,4,556,556,4,0,0,0,0,0,7611,7396
121,17004,17298,128,141,4,556,556,4,0,0,0,0,0,666,567
59457,3212799,9444040,58159,126,5133,277198,277408,5134,0,0,0,0,0,117728,117670
276,6317438,13925,103,106,4,560,556,4,0,0,0,0,0,3420,3320
122282,87155139,89142155,319520,2237,2,278,556,4,0,0,0,0,0,999772,999638
113,14959,2948168,54403,116,4,556,275540,5096,0,0,0,0,0,54835,54739
1516,31574083,18958765,1039,236,4,556,556,4,0,0,0,0,0,2964,2852
1786,44163382,31776851,3172,2252,0,0,556,4,0,0,0,0,0,10886,10761
2040,6413959,19044112,2728,131,100,5877,138145,114,564593,5741843,564593,5741843,564593,4966,4852
2802,19161281,31745364,2814,2056,4,556,556,4,0,0,0,0,0,13287,13161
1859,37876839,44339992,3136,1867,98,3807829,3722,50,225,14258,225,14258,225,6205,6129
451,6336253,6362231,836,294,2,278,278,2,0,0,0,0,0,3082,2929
2646,63096502,60631557,240746,2160,0,0,280,2,0,6303351,0,6303351,0,514971,514886
313,6322156,18730,139,156,5,598,598,5,0,0,0,0,0,844,745
146,19994,20246,152,171,4,556,556,4,0,0,0,0,0,985,877
297,32424,12759469,2842,221,4,556,5786,101,496,6416016,496,6416016,496,6721,6614
1570,19027126,98220,766,1022,4,556,556,4,0,6744,0,6744,0,4461,4294
1806,19067224,25376120,2052,1496,4,556,556,4,0,0,0,0,0,7902,7772
958,104765,18999522,1249,867,50,3868,2758225,78,0,0,0,0,0,6093,5974
107,7535,6317401,276,106,0,0,556,4,0,0,0,0,0,580,489
3422,44371235,25480519,3185,2086,2,278,278,2,0,0,0,0,0,14773,14647
1160,18969188,12652134,795,281,48,3609,278,2,0,0,0,0,0,296839,296727
121,8467,6317910,284,106,0,0,560,4,630335,6303353,630335,6303353,630335,502,446
3325,63136882,94880608,5576,2847,0,0,560,4,0,0,0,0,0,20166,19940
2097,44224645,6400754,1003,861,2,278,278,2,0,0,0,0,0,6759,6636
263,6315769,12619149,436,91,4,556,556,4,0,0,0,0,0,53413,53317
50391,15320874,9373401,56840,136,3,320,320,3,0,0,0,0,0,107461,107363
1336,18966226,61357506,409572,1357,0,0,602,5,0,0,0,0,0,650135,650009
1727,50447902,19086233,2280,1252,0,0,280,2,0,0,0,0,0,8213,8008
997,18943252,25364214,1994,1336,0,0,278,2,0,0,0,0,0,9075,8955
4996,75955013,126366502,6571,2496,4,556,556,4,0,0,0,0,0,16653,16520
138,18138,17560,125,146,4,556,556,4,513,6419440,513,6419440,513,3390,3284
349454,14774949,63400820,157304,1780,4,556,560,4,0,0,0,0,0,653216,653092
4156,88358400,107475464,6008,2497,0,0,560,4,0,6302552,0,6302552,0,21603,21375
588,32044,40398,646,56,97,5238,5794,101,502,30564,502,30564,502,1335,1252
72,10073,12616760,420,66,5,759,759,5,630330,6303306,630330,6303306,630330,1815,1718
3262,69424158,82285762,5354,2957,0,0,556,4,0,0,0,0,0,20897,20674
1710,94205,6404253,1876,116,138,8197,2500968,170,631419,6388336,631419,6388336,631419,4652,4567
284302,93917224,25492621,305008,1500,4,556,278,2,0,0,0,0,0,955637,955505
6569,101228108,25470038,2778,2466,4,556,556,4,0,0,0,0,0,19805,19666
125,8722,6315646,267,86,0,0,320,3,0,0,0,0,0,567,477
1019,18944353,25263719,1237,241,0,0,280,2,0,0,0,0,0,3234,3136
179334,133634956,138218794,288780,2147,2,278,602,5,0,7285,0,7285,0,662305,662174
278,19098,12719691,637,181,0,0,560,4,0,0,0,0,0,2699,2598
397,38480,12637746,632,206,4,556,560,4,0,0,0,0,0,214721,214620
227,30019,33071082,145784,276,5,626,668,6,0,0,0,0,0,289125,289019
1058,18959760,32215892,130016,236,5,598,284060,5254,0,0,0,0,0,260224,260125
908,18936547,17326726,1390,361,91,6002,4465448,129,577747,5777472,577747,5777472,577747,6101,5994
395,37146,6348450,682,181,4,556,560,4,0,0,0,0,0,2787,2686
2835,50591509,50611265,3118,1491,4,556,3282574,83,0,0,0,0,0,12975,12763
299,6312149,6329463,431,141,0,0,556,4,0,0,0,0,0,960,891
1472,31556294,31701943,2534,1592,0,0,556,4,0,0,0,0,0,8987,8779
2778,44274645,25343789,1923,1041,2,278,280,2,0,0,0,0,0,8129,7959
1065,142523,25369735,1979,1521,2,278,278,2,0,0,0,0,0,8837,8616
56695,9357434,9342417,56801,121,0,0,630,5,0,0,0,0,0,114289,114190
118346,37881168,12655121,865,236,4,556,556,4,0,0,0,0,0,237914,237813
391,6318214,12595040,528,86,102,6728,6302682,165,0,0,0,0,0,1078,988
102,13595,2434678,44910,101,4,560,5847,80,0,0,0,0,0,45195,45099
2897,38042972,44359182,3241,2131,4,556,560,4,0,0,0,0,0,15574,15349
1277,18977209,30995,231,286,4,556,556,4,0,0,0,0,0,3960,3850
314604,50999815,32207105,315226,1197,0,0,278,2,0,0,0,0,0,985824,985701
2448,25374316,69446765,2913,897,78,2758227,3658,49,0,0,0,0,0,7155,7039
2195,12850778,25464114,2659,2567,2,278,278,2,0,0,0,0,0,19085,18861
102589,18147682,12192424,108926,226,5160,280119,274166,5074,0,0,0,0,0,211857,211757
2261,6417990,6429453,2344,86,193,10422,10700,195,1031,99954,1031,99954,1031,4725,4640
2678,44294320,19067189,1804,1506,2,278,278,2,0,0,0,0,0,8346,8212
362,12607972,32079,347,136,0,0,280,2,0,0,0,0,0,139655,139552
492,6337898,6344849,587,241,2,278,278,2,0,0,0,0,0,1844,1729
1368,189234,12814265,1997,2092,4,556,556,4,0,0,0,0,0,9349,9225
162,21442,20896,149,186,2,278,278,2,0,0,0,0,0,1316,1208
3799,82050574,88573666,5512,2527,70,4897,5777157,145,472731,4727312,472731,4727312,472731,10949,10868
95,12619,12755,96,91,4,556,560,4,0,0,0,0,0,867,779
377,6323470,12639,94,91,60,1970605,560,4,0,0,0,0,0,857,772
726,12633048,19088742,1963,1767,0,0,278,2,0,0,0,0,0,7324,7205
539,12631858,24946,190,221,4,556,556,4,0,0,0,0,0,2122,2018
3571,69451681,93370609,5095,1946,74,4904,4858738,132,0,0,0,0,0,9980,9902
184308,14067457,5026718,118838,750,4,560,560,4,0,0,0,0,0,506884,506808
287347,138206474,25579024,305683,2370,2,278,556,4,0,7747,0,7747,0,963126,962982
857,113529,19038073,1604,1201,4,556,556,4,0,0,0,0,0,7230,7021
315160,63620965,44846123,315926,1377,0,0,278,2,0,0,0,0,0,989199,989075
783,12654727,42583,343,394,2,278,278,2,0,0,0,0,0,3731,3573
350450,21139687,59449427,213259,1827,4,556,280,2,0,0,0,0,0,657145,657019
284,30957,18933237,689,206,4,556,598,5,0,0,0,0,0,7447,7345
233,6311411,6318564,337,46,3,320,320,3,0,0,0,0,0,843,745
6683,101254408,69687538,5009,3096,2,278,280,2,0,0,0,0,0,22788,22561
412,6319897,12628626,566,106,87,6019,6171249,156,0,0,0,0,0,1718,1631
177036,101992508,44297143,153010,1570,4,556,560,4,0,0,0,0,0,651081,650957
634,18918076,6351807,706,221,0,0,556,4,0,0,0,0,0,2293,2187
2836,38024098,6476110,1505,1756,4,556,560,4,0,0,0,0,0,11217,11088
14936,813255,1004146,18506,46,2,278,278,2,0,0,0,0,0,33677,33595
3015,12068735,12770391,3132,146,245,5621604,11032,180,1007,136706,1007,136706,1007,7812,7711
990,109213,19003970,1281,917,4,556,556,4,0,0,0,0,0,6744,6625
287,6318386,6334806,527,116,4,556,556,4,0,0,0,0,0,50920,50817
147,19292,19292,147,161,2,278,278,2,0,0,0,0,0,83971,83872
2659,19186314,107502030,6080,2836,2,278,278,2,0,0,0,0,0,17335,17201
1275,19000704,25335988,1919,892,4,556,556,4,0,0,0,0,0,6353,6192
1154,155017,6468277,1469,1692,4,556,2094,27,0,0,0,0,0,5998,5866
478,6330166,12037,89,86,37,2865,280,2,0,0,0,0,0,1155,1066
5201,82275132,57063368,4531,2937,4,556,556,4,0,0,0,0,0,22728,22503
241,6312768,9356,68,61,3,348,278,2,0,0,0,0,0,49695,49603
34068,14438506,11895,87,86,2,280,278,2,0,0,0,0,0,34316,34214
766,100593,19024831,1508,1071,2,278,278,2,0,0,0,0,0,6254,6081
564,6352579,6366963,780,484,2,280,280,2,0,0,0,0,0,3013,2896
1436,6379124,83072,1374,91,160,2107113,5794,101,518,70141,518,70141,518,3084,2981
1287,173601,6491664,1639,1897,4,556,560,4,0,0,0,0,0,12137,12013
186510,39442165,36675516,120786,2020,2,280,280,2,0,0,0,0,0,513820,513737
